Date,Time,Open,High,Low,Close,Volume
2018-09-09,00:00:00,6185.06,6441.0,6141.53,6250.81,37053
2018-09-10,00:00:00,6252.26,6373.98,6221.0,6312.0,32439
2018-09-11,00:00:00,6311.99,6404.0,6169.68,6294.91,33104
2018-09-12,00:00:00,6293.0,6360.0,6192.37,6338.62,31433
2018-09-13,00:00:00,6338.62,6535.0,6337.4,6487.38,40465
2018-09-14,00:00:00,6487.39,6584.99,6385.62,6476.63,37173
2018-09-15,00:00:00,6476.63,6565.45,6466.13,6514.96,25243
2018-09-16,00:00:00,6514.96,6524.62,6370.0,6505.0,27568
2018-09-17,00:00:00,6500.08,6533.84,6201.0,6248.69,35987
2018-09-18,00:00:00,6248.69,6390.0,6224.98,6336.45,32620
2018-09-19,00:00:00,6336.39,6517.7,6123.0,6391.89,39044
2018-09-20,00:00:00,6392.0,6540.0,6325.0,6492.0,25189
2018-09-21,00:00:00,6492.0,6784.86,6491.0,6759.02,51779
2018-09-22,00:00:00,6759.01,6839.03,6627.0,6723.05,29349
2018-09-23,00:00:00,6723.05,6788.23,6661.75,6708.0,30286
2018-09-24,00:00:00,6706.81,6730.0,6557.0,6581.39,35305
2018-09-25,00:00:00,6581.42,6584.01,6325.02,6447.54,40301
2018-09-26,00:00:00,6445.11,6557.99,6379.7,6465.12,33484
2018-09-27,00:00:00,6467.84,6750.0,6434.0,6689.13,33087
2018-09-28,00:00:00,6689.12,6814.8,6540.88,6634.58,42399
2018-09-29,00:00:00,6634.58,6636.0,6464.57,6596.38,30255
2018-09-30,00:00:00,6597.66,6662.0,6533.0,6626.57,27764
2018-10-01,00:00:00,6626.57,6667.09,6510.0,6611.61,20621
2018-10-02,00:00:00,6610.0,6640.0,6494.0,6525.79,28245
2018-10-03,00:00:00,6525.79,6549.0,6430.0,6510.0,28451
2018-10-04,00:00:00,6510.01,6643.46,6505.09,6593.79,20074
2018-10-05,00:00:00,6591.69,6697.0,6543.08,6635.65,16096
2018-10-06,00:00:00,6635.65,6651.0,6566.77,6594.27,10939
2018-10-07,00:00:00,6596.44,6640.0,6525.0,6615.26,17406
2018-10-08,00:00:00,6615.26,6715.6,6587.0,6673.01,23123
2018-10-09,00:00:00,6673.01,6685.38,6607.0,6656.61,15354
2018-10-10,00:00:00,6656.67,6659.95,6530.0,6631.0,15390
2018-10-11,00:00:00,6630.21,6633.92,6205.0,6252.68,48712
2018-10-12,00:00:00,6252.71,6360.0,6209.0,6298.01,29004
2018-10-13,00:00:00,6298.0,6345.0,6285.07,6332.93,19098
2018-10-14,00:00:00,6332.92,6416.0,6308.0,6339.34,15627
2018-10-15,00:00:00,6339.34,7680.0,6300.0,6752.5,90748
2018-10-16,00:00:00,6752.5,6900.0,6670.0,6759.27,27557
2018-10-17,00:00:00,6762.76,6811.12,6676.01,6740.89,26641
2018-10-18,00:00:00,6739.01,6796.0,6567.0,6618.96,20116
2018-10-19,00:00:00,6618.96,6648.14,6523.0,6528.88,20772
2018-10-20,00:00:00,6528.88,6617.65,6505.55,6588.4,19240
2018-10-21,00:00:00,6585.72,6663.9,6580.0,6590.11,6515
2018-10-22,00:00:00,6590.12,6639.0,6535.27,6581.2,16213
2018-10-23,00:00:00,6581.2,6595.0,6515.45,6553.51,13856
2018-10-24,00:00:00,6553.51,6630.0,6547.53,6565.5,11951
2018-10-25,00:00:00,6566.81,6575.09,6502.8,6528.09,10342
2018-10-26,00:00:00,6528.13,6600.0,6515.01,6538.63,9443
2018-10-27,00:00:00,6538.63,6558.35,6463.04,6505.6,7776
2018-10-28,00:00:00,6505.6,6514.17,6453.0,6489.93,5743
2018-10-29,00:00:00,6489.93,6505.01,6315.0,6344.5,13827
2018-10-30,00:00:00,6344.5,6395.0,6317.01,6330.87,8877
2018-10-31,00:00:00,6330.01,6428.0,6245.02,6371.93,12148
2018-11-01,00:00:00,6369.52,6442.65,6348.66,6410.0,9099
2018-11-02,00:00:00,6410.0,6460.34,6388.2,6433.98,9739
2018-11-03,00:00:00,6432.8,6439.97,6345.0,6387.09,7661
2018-11-04,00:00:00,6388.0,6525.0,6359.0,6485.85,10592
2018-11-05,00:00:00,6485.85,6504.39,6431.02,6468.99,8987
2018-11-06,00:00:00,6468.99,6531.31,6445.18,6519.11,11926
2018-11-07,00:00:00,6522.73,6615.15,6509.0,6578.46,14271
2018-11-08,00:00:00,6578.46,6594.0,6468.22,6479.84,13259
2018-11-09,00:00:00,6479.84,6511.53,6391.01,6419.99,11787
2018-11-10,00:00:00,6419.99,6475.55,6411.0,6433.05,7714
2018-11-11,00:00:00,6435.16,6462.14,6355.0,6449.81,8213
2018-11-12,00:00:00,6450.71,6497.0,6421.0,6453.07,10132
2018-11-13,00:00:00,6451.68,6498.0,6391.15,6457.66,11790
2018-11-14,00:00:00,6458.98,6482.84,5656.87,5922.41,46478
2018-11-15,00:00:00,5917.2,5939.54,5403.42,5753.4,47700
2018-11-16,00:00:00,5757.09,5782.89,5549.25,5655.94,38721
2018-11-17,00:00:00,5650.57,5656.6,5565.43,5628.29,26411
2018-11-18,00:00:00,5630.49,5738.17,5617.0,5662.0,23844
2018-11-19,00:00:00,5661.94,5664.0,4855.0,4910.03,70580
2018-11-20,00:00:00,4913.4,5048.24,4326.0,4558.86,117380
2018-11-21,00:00:00,4559.91,4787.2,4413.85,4661.07,61071
2018-11-22,00:00:00,4661.08,4721.77,4335.0,4370.0,34531
2018-11-23,00:00:00,4370.9,4484.0,4222.94,4420.61,49371
2018-11-24,00:00:00,4415.63,4527.0,3824.69,3932.44,61693
2018-11-25,00:00:00,3933.68,4233.0,3652.66,4085.78,101693
2018-11-26,00:00:00,4088.69,4206.0,3701.0,3862.2,94503
2018-11-27,00:00:00,3864.45,3940.0,3689.12,3875.21,67480
2018-11-28,00:00:00,3875.63,4394.47,3874.27,4264.85,91983
2018-11-29,00:00:00,4262.06,4450.38,4125.65,4295.84,73980
2018-11-30,00:00:00,4295.72,4341.36,3943.0,4041.32,67758
2018-12-01,00:00:00,4041.27,4299.99,3963.01,4190.02,44840
2018-12-02,00:00:00,4190.98,4312.99,4103.04,4161.01,38912
2018-12-03,00:00:00,4160.55,4179.0,3827.0,3884.01,49094
2018-12-04,00:00:00,3884.76,4085.0,3781.0,3951.64,48489
2018-12-05,00:00:00,3950.98,3970.0,3745.0,3769.84,44004
2018-12-06,00:00:00,3768.44,3899.99,3500.0,3508.75,68378
2018-12-07,00:00:00,3508.75,3549.99,3224.6,3403.55,95145
2018-12-08,00:00:00,3403.57,3495.0,3222.0,3410.93,55365
2018-12-09,00:00:00,3411.36,3658.0,3394.04,3545.37,45956
2018-12-10,00:00:00,3548.49,3610.0,3370.11,3432.88,40989
2018-12-11,00:00:00,3434.01,3480.0,3324.32,3380.39,35920
2018-12-12,00:00:00,3379.23,3492.0,3350.0,3445.0,33922
2018-12-13,00:00:00,3446.38,3460.0,3255.5,3302.06,40040
2018-12-14,00:00:00,3302.06,3335.39,3177.0,3224.17,44492
2018-12-15,00:00:00,3225.19,3276.5,3156.26,3211.72,29796
2018-12-16,00:00:00,3211.71,3294.0,3186.0,3228.67,24628
2018-12-17,00:00:00,3229.22,3585.0,3216.0,3509.08,66761
2018-12-18,00:00:00,3509.03,3678.59,3424.47,3652.98,61369
2018-12-19,00:00:00,3653.0,3912.73,3622.55,3662.22,94137
2018-12-20,00:00:00,3660.01,4120.0,3635.0,4049.62,101543
2018-12-21,00:00:00,4051.86,4139.99,3764.0,3838.66,82343
2018-12-22,00:00:00,3840.25,3979.0,3785.0,3948.91,42822
2018-12-23,00:00:00,3948.91,4021.53,3870.0,3929.71,40117
2018-12-24,00:00:00,3929.71,4198.0,3924.83,4008.01,64647
2018-12-25,00:00:00,4010.11,4020.0,3646.41,3745.79,62725
2018-12-26,00:00:00,3745.56,3837.15,3656.74,3777.74,42629
2018-12-27,00:00:00,3777.74,3813.98,3535.0,3567.91,44097
2018-12-28,00:00:00,3567.89,3887.25,3540.04,3839.26,45964
2018-12-29,00:00:00,3839.0,3892.0,3670.0,3695.32,38874
2018-12-30,00:00:00,3696.71,3903.5,3657.9,3801.91,33222
2018-12-31,00:00:00,3803.12,3810.0,3630.33,3702.9,29991
2019-01-01,00:00:00,3701.23,3810.16,3642.0,3797.14,23741
2019-01-02,00:00:00,3796.45,3882.14,3750.45,3858.56,35156
2019-01-03,00:00:00,3857.57,3862.74,3730.0,3766.78,29406
2019-01-04,00:00:00,3767.2,3823.64,3703.57,3792.01,29519
2019-01-05,00:00:00,3790.09,3840.99,3751.0,3770.96,30490
2019-01-06,00:00:00,3771.12,4027.71,3740.0,3987.6,36553
2019-01-07,00:00:00,3987.62,4017.9,3921.53,3975.45,31869
2019-01-08,00:00:00,3976.76,4069.8,3903.0,3955.13,38901
2019-01-09,00:00:00,3955.45,4006.81,3930.04,3966.65,28989
2019-01-10,00:00:00,3966.06,3996.01,3540.0,3585.88,59402
2019-01-11,00:00:00,3585.88,3658.0,3465.0,3601.31,38338
2019-01-12,00:00:00,3601.31,3618.19,3530.0,3583.13,21999
2019-01-13,00:00:00,3584.1,3611.1,3441.3,3476.81,26385
2019-01-14,00:00:00,3477.56,3671.87,3467.02,3626.09,35235
2019-01-15,00:00:00,3626.08,3648.42,3516.62,3553.06,34137
2019-01-16,00:00:00,3553.06,3645.0,3543.51,3591.84,27480
2019-01-17,00:00:00,3591.84,3634.7,3530.39,3616.21,29755
2019-01-18,00:00:00,3613.32,3620.0,3565.75,3594.87,22713
2019-01-19,00:00:00,3594.87,3720.0,3594.23,3665.3,22171
2019-01-20,00:00:00,3665.75,3693.73,3475.0,3539.28,27901
2019-01-21,00:00:00,3539.26,3559.51,3475.5,3526.9,19644
2019-01-22,00:00:00,3526.88,3608.5,3434.85,3570.93,29336
2019-01-23,00:00:00,3570.41,3607.98,3514.5,3552.82,24938
2019-01-24,00:00:00,3552.97,3589.0,3529.22,3569.62,20826
2019-01-25,00:00:00,3569.07,3587.15,3522.51,3565.29,17608
2019-01-26,00:00:00,3566.69,3662.94,3545.0,3565.25,19476
2019-01-27,00:00:00,3565.62,3579.0,3486.0,3550.84,22735
2019-01-28,00:00:00,3550.05,3557.75,3380.27,3434.15,40405
2019-01-29,00:00:00,3434.0,3443.45,3349.92,3411.04,29544
2019-01-30,00:00:00,3410.04,3411.85,3387.1,3400.99,1743
2019-01-31,00:00:00,3457.5,3489.2,3418.8,3434.1,29607
2019-02-01,00:00:00,3434.1,3488.0,3401.2,3462.07,25260
2019-02-02,00:00:00,3462.2,3526.4,3440.29,3504.77,17920
2019-02-03,00:00:00,3504.06,3511.09,3426.0,3458.11,19867
2019-02-04,00:00:00,3458.11,3484.88,3433.31,3463.22,23131
2019-02-05,00:00:00,3463.22,3478.97,3448.43,3471.59,25264
2019-02-06,00:00:00,3471.57,3482.72,3380.0,3405.37,35310
2019-02-07,00:00:00,3407.0,3426.45,3390.0,3398.4,18665
2019-02-08,00:00:00,3398.4,3733.58,3373.1,3659.04,47968
2019-02-09,00:00:00,3660.27,3680.02,3625.13,3665.18,24759
2019-02-10,00:00:00,3665.18,3684.99,3609.76,3680.06,23250
2019-02-11,00:00:00,3679.75,3684.9,3616.66,3626.11,6880
2019-02-12,00:00:00,3631.05,3667.6,3582.34,3631.46,29480
2019-02-13,00:00:00,3631.51,3670.0,3591.75,3609.4,25774
2019-02-14,00:00:00,3608.34,3626.4,3568.11,3590.56,21754
2019-02-15,00:00:00,3590.57,3653.23,3573.45,3602.47,20778
2019-02-16,00:00:00,3602.49,3648.2,3597.91,3618.41,19566
2019-02-17,00:00:00,3617.22,3700.11,3604.4,3667.58,25690
2019-02-18,00:00:00,3667.62,3925.0,3655.0,3898.6,64043
2019-02-19,00:00:00,3897.35,3994.52,3856.0,3907.79,50207
2019-02-20,00:00:00,3907.35,3986.98,3870.66,3969.74,36205
2019-02-21,00:00:00,3969.74,4016.48,3901.03,3937.31,31104
2019-02-22,00:00:00,3937.31,3988.0,3926.65,3962.0,23943
2019-02-23,00:00:00,3962.0,4162.02,3933.15,4117.76,33658
2019-02-24,00:00:00,4118.0,4198.0,3712.66,3743.56,62224
2019-02-25,00:00:00,3743.56,3872.66,3740.0,3827.92,38103
2019-02-26,00:00:00,3828.44,3841.51,3777.0,3809.23,28839
2019-02-27,00:00:00,3809.31,3838.85,3677.17,3818.07,31501
2019-02-28,00:00:00,3818.04,3888.0,3763.87,3813.69,32562
2019-03-01,00:00:00,3814.26,3857.0,3813.01,3823.0,23175
2019-03-02,00:00:00,3822.17,3841.31,3772.25,3819.93,19446
2019-03-03,00:00:00,3819.97,3835.0,3781.32,3807.75,16718
2019-03-04,00:00:00,3807.32,3830.0,3670.69,3715.3,34743
2019-03-05,00:00:00,3716.1,3877.1,3703.55,3857.73,32963
2019-03-06,00:00:00,3857.58,3907.0,3813.09,3861.84,24775
2019-03-07,00:00:00,3861.84,3905.4,3854.7,3873.41,9654
2019-03-08,00:00:00,3873.63,3932.0,3800.0,3864.89,34730
2019-03-09,00:00:00,3864.88,3971.75,3854.75,3943.04,30980
2019-03-10,00:00:00,3943.43,3943.43,3881.69,3916.82,23188
2019-03-11,00:00:00,3915.99,3936.98,3830.0,3871.61,38067
2019-03-12,00:00:00,3871.61,3876.0,3826.06,3834.69,5591
2019-03-13,00:00:00,3882.69,3893.56,3840.0,3866.0,24461
2019-03-14,00:00:00,3866.0,3920.0,3810.43,3877.12,27049
2019-03-15,00:00:00,3877.12,3939.22,3872.2,3923.76,21740
2019-03-16,00:00:00,3924.46,4056.98,3921.98,4005.98,28568
2019-03-17,00:00:00,4005.98,4012.0,3950.01,3981.14,18814
2019-03-18,00:00:00,3981.85,4037.0,3953.33,3987.81,22454
2019-03-19,00:00:00,3987.83,4002.99,3983.14,3998.6,1713
2019-03-20,00:00:00,4017.48,4050.0,3980.5,4043.04,23432
2019-03-21,00:00:00,4043.04,4054.58,4024.33,4040.55,7626
2019-03-22,00:00:00,3980.85,4008.0,3968.25,3986.93,20023
2019-03-23,00:00:00,3987.89,4018.83,3978.01,4006.01,17303
2019-03-24,00:00:00,4006.01,4006.02,3950.0,3992.18,17180
2019-03-25,00:00:00,3991.35,3999.3,3980.75,3996.25,9323
2019-03-26,00:00:00,3935.47,3958.98,3894.0,3948.55,29350
2019-03-27,00:00:00,3948.77,4006.52,3936.15,3993.0,11444
2019-03-28,00:00:00,4039.58,4039.7,4002.0,4027.81,20089
2019-03-29,00:00:00,4028.22,4044.65,4025.5,4030.74,2684
2019-03-30,00:00:00,4104.24,4140.0,4052.0,4106.97,19509
2019-03-31,00:00:00,4106.99,4116.12,4082.57,4103.95,13525
2019-04-01,00:00:00,4102.44,4158.7,4067.0,4144.56,25507
2019-04-02,00:00:00,4144.54,4184.16,4140.54,4173.41,4272
2019-04-03,00:00:00,4857.19,5275.01,4753.5,4932.6,109890
2019-04-04,00:00:00,4932.59,5039.08,4777.0,4898.66,61054
2019-04-05,00:00:00,4898.64,5028.22,4880.62,5004.95,39769
2019-04-06,00:00:00,5004.96,5205.0,4928.59,5043.89,41771
2019-04-07,00:00:00,5042.07,5234.0,5026.0,5170.27,37615
2019-04-08,00:00:00,5170.27,5305.0,5039.0,5236.9,50178
2019-04-09,00:00:00,5238.38,5238.4,5076.68,5150.0,34067
2019-04-10,00:00:00,5150.0,5200.0,5135.0,5180.89,3452
2019-04-11,00:00:00,5307.86,5332.67,4927.0,5017.37,54697
2019-04-12,00:00:00,5017.37,5080.58,4861.22,5048.01,33277
2019-04-13,00:00:00,5047.0,5099.0,5004.0,5045.22,17292
2019-04-14,00:00:00,5047.45,5152.99,5000.0,5131.3,18282
2019-04-15,00:00:00,5131.28,5167.38,5125.89,5147.45,2532
2019-04-16,00:00:00,5024.95,5197.72,5003.94,5173.72,24242
2019-04-17,00:00:00,5173.72,5230.4,5146.8,5202.82,23308
2019-04-18,00:00:00,5202.41,5287.0,5198.8,5258.44,22619
2019-04-19,00:00:00,5258.44,5320.0,5175.0,5258.68,24611
2019-04-20,00:00:00,5258.68,5333.42,5230.1,5291.73,19169
2019-04-21,00:00:00,5292.91,5314.35,5165.0,5256.14,25550
2019-04-22,00:00:00,5257.41,5400.0,5208.35,5357.14,29564
2019-04-23,00:00:00,5357.14,5600.0,5332.41,5493.31,41262
2019-04-24,00:00:00,5490.91,5568.23,5430.6,5560.51,10688
2019-04-25,00:00:00,5415.0,5491.84,5102.0,5219.9,49636
2019-04-26,00:00:00,5220.47,5510.0,5161.62,5314.1,48912
2019-04-27,00:00:00,5315.0,5342.5,5257.67,5295.69,15423
2019-04-28,00:00:00,5295.69,5340.0,5259.48,5307.52,14371
2019-04-29,00:00:00,5309.81,5327.97,5297.33,5315.0,1019
2019-04-30,00:00:00,5238.14,5339.98,5192.15,5320.81,22238
2019-05-01,00:00:00,5321.94,5402.0,5316.2,5383.2,17217
2019-05-02,00:00:00,5383.2,5454.0,5370.0,5448.03,5288
2019-05-03,00:00:00,5494.81,5844.0,5477.57,5772.69,46297
2019-05-04,00:00:00,5770.62,5900.0,5587.45,5829.45,39682
2019-05-05,00:00:00,5829.83,5839.9,5696.0,5775.62,23823
2019-05-06,00:00:00,5773.18,5796.59,5642.5,5680.69,5209
2019-05-07,00:00:00,5749.92,6028.41,5747.74,5846.34,39905
2019-05-08,00:00:00,5846.34,6014.72,5772.2,5987.29,23074
2019-05-09,00:00:00,5986.66,6224.55,5983.71,6209.18,27453
2019-05-10,00:00:00,6209.95,6468.92,6172.0,6373.33,36624
2019-05-11,00:00:00,6375.16,7343.99,6372.85,7076.22,74022
2019-05-12,00:00:00,7076.24,7521.78,6750.0,6967.31,86949
2019-05-13,00:00:00,6968.24,8100.0,6870.0,7790.71,85805
2019-05-14,00:00:00,7795.62,8366.0,7599.56,7947.56,76584
2019-05-15,00:00:00,7945.26,8249.0,7850.0,8169.87,37884
2019-05-16,00:00:00,8169.08,8320.0,7870.01,8065.05,26725
2019-05-17,00:00:00,7868.67,7925.0,6913.0,7355.26,88752
2019-05-18,00:00:00,7355.28,7458.0,7156.61,7257.45,37055
2019-05-19,00:00:00,7257.32,8275.09,7243.08,8148.48,65577
2019-05-20,00:00:00,8147.94,8156.03,7553.0,7938.15,65859
2019-05-21,00:00:00,7937.16,8042.32,7771.0,7904.87,52302
2019-05-22,00:00:00,7904.48,7988.0,7882.95,7919.61,4640
2019-05-23,00:00:00,7627.8,7940.98,7461.0,7851.51,49648
2019-05-24,00:00:00,7849.95,8130.0,7766.0,7964.87,46665
2019-05-25,00:00:00,7964.52,8091.8,7908.34,8025.41,28414
2019-05-26,00:00:00,8023.0,8740.0,7833.42,8614.43,49652
2019-05-27,00:00:00,8612.54,8908.32,8589.0,8756.32,51887
2019-05-28,00:00:00,8752.52,8798.49,8625.0,8691.18,8379
2019-05-29,00:00:00,8716.87,8750.0,8406.6,8645.68,33881
2019-05-30,00:00:00,8646.5,9074.26,8005.0,8269.54,70380
2019-05-31,00:00:00,8267.1,8594.0,8108.5,8555.0,44727
2019-06-01,00:00:00,8555.0,8626.0,8442.36,8544.07,31868
2019-06-02,00:00:00,8545.1,8814.78,8524.0,8725.98,27835
2019-06-03,00:00:00,8726.0,8800.95,8080.8,8115.82,45693
2019-06-04,00:00:00,8115.66,8115.66,7780.4,7993.26,21868
2019-06-05,00:00:00,7687.04,7896.7,7572.78,7776.5,48680
2019-06-06,00:00:00,7778.08,7868.13,7444.58,7786.7,36624
2019-06-07,00:00:00,7787.57,8100.0,7737.49,7980.53,33942
2019-06-08,00:00:00,7978.94,8044.65,7751.0,7893.62,22657
2019-06-09,00:00:00,7895.28,7935.0,7506.66,7628.13,31568
2019-06-10,00:00:00,7627.57,8020.0,7511.0,7982.75,36756
2019-06-11,00:00:00,7981.0,8010.0,7913.09,7930.72,2522
2019-06-12,00:00:00,7884.9,8200.0,7788.99,8127.64,41597
2019-06-13,00:00:00,8127.64,8309.82,8010.03,8218.54,30468
2019-06-14,00:00:00,8216.44,8684.41,8144.32,8650.0,39835
2019-06-15,00:00:00,8650.88,8864.99,8567.63,8808.7,31792
2019-06-16,00:00:00,8810.77,9333.0,8760.0,8953.33,63289
2019-06-17,00:00:00,8953.0,9444.0,8950.0,9313.96,47895
2019-06-18,00:00:00,9312.13,9336.36,8950.0,9081.55,51555
2019-06-19,00:00:00,9081.97,9304.0,8960.0,9255.49,32148
2019-06-20,00:00:00,9253.76,9590.0,9175.2,9517.12,34556
2019-06-21,00:00:00,9518.06,10174.99,9518.06,10159.86,50484
2019-06-22,00:00:00,10159.86,11160.0,9921.72,10729.5,104169
2019-06-23,00:00:00,10729.0,11392.64,10555.18,10906.07,57445
2019-06-24,00:00:00,10905.95,11143.63,10620.8,11056.59,43101
2019-06-25,00:00:00,11056.59,11262.99,11026.0,11172.24,5960
2019-06-26,00:00:00,11821.28,13970.0,11741.0,13093.8,155930
2019-06-27,00:00:00,13098.38,13478.04,12100.0,12478.76,42771
2019-06-28,00:00:00,11329.99,12480.0,10982.88,12400.63,95795
2019-06-29,00:00:00,12407.06,12441.54,11475.02,11903.13,69642
2019-06-30,00:00:00,11903.13,12180.0,10766.03,10854.1,84513
2019-07-01,00:00:00,10854.1,11282.28,10030.0,10624.93,90962
2019-07-02,00:00:00,10624.9,10938.75,9727.0,10842.85,109561
2019-07-03,00:00:00,10844.98,11513.0,10841.04,11035.9,46096
2019-07-04,00:00:00,11940.0,12000.0,11055.0,11145.67,66512
2019-07-05,00:00:00,11145.67,11406.83,10796.44,10970.73,63534
2019-07-06,00:00:00,10982.41,11665.0,10964.51,11256.49,51469
2019-07-07,00:00:00,11256.45,11538.0,11094.37,11406.24,38885
2019-07-08,00:00:00,11410.0,11460.0,11330.02,11378.27,1881
